# #1
# double T_supply_HP_heat(1344, 2)
0.000000000000000000e+00	3.281499999999999773e+02
9.000000000000000000e+02	3.281499999999999773e+02
9.000000000000000000e+02	3.281499999999999773e+02
1.800000000000000000e+03	3.281499999999999773e+02
1.800000000000000000e+03	2.981499999999999204e+02
2.700000000000000000e+03	2.981499999999999204e+02
2.700000000000000000e+03	2.981499999999999773e+02
3.600000000000000000e+03	2.981499999999999773e+02
3.600000000000000000e+03	3.281500000000201567e+02
4.500000000000000000e+03	3.281500000000201567e+02
4.500000000000000000e+03	3.281499999999999773e+02
5.400000000000000000e+03	3.281499999999999773e+02
5.400000000000000000e+03	2.993069442121316683e+02
6.300000000000000000e+03	2.993069442121316683e+02
6.300000000000000000e+03	3.281499999999999773e+02
7.200000000000000000e+03	3.281499999999999773e+02
7.200000000000000000e+03	3.004071647218148087e+02
8.100000000000000000e+03	3.004071647218148087e+02
8.100000000000000000e+03	2.981499999999999773e+02
9.000000000000000000e+03	2.981499999999999773e+02
9.000000000000000000e+03	3.002399576774322441e+02
9.900000000000000000e+03	3.002399576774322441e+02
9.900000000000000000e+03	2.981499999999999773e+02
1.080000000000000000e+04	2.981499999999999773e+02
1.080000000000000000e+04	3.011182020472431873e+02
1.170000000000000000e+04	3.011182020472431873e+02
1.170000000000000000e+04	3.281499999999999773e+02
1.260000000000000000e+04	3.281499999999999773e+02
1.260000000000000000e+04	3.013078711277024127e+02
1.350000000000000000e+04	3.013078711277024127e+02
1.350000000000000000e+04	2.981499999999998636e+02
1.440000000000000000e+04	2.981499999999998636e+02
1.440000000000000000e+04	3.002923627685991050e+02
1.530000000000000000e+04	3.002923627685991050e+02
1.530000000000000000e+04	2.981499999999999773e+02
1.620000000000000000e+04	2.981499999999999773e+02
1.620000000000000000e+04	3.281499999999999773e+02
1.710000000000000000e+04	3.281499999999999773e+02
1.710000000000000000e+04	3.093092836404548507e+02
1.800000000000000000e+04	3.093092836404548507e+02
1.800000000000000000e+04	3.005483797450179964e+02
1.890000000000000000e+04	3.005483797450179964e+02
1.890000000000000000e+04	3.040921335698058101e+02
1.980000000000000000e+04	3.040921335698058101e+02
1.980000000000000000e+04	3.019989853006533735e+02
2.070000000000000000e+04	3.019989853006533735e+02
2.070000000000000000e+04	2.981499999999999773e+02
2.160000000000000000e+04	2.981499999999999773e+02
2.160000000000000000e+04	3.281499999999999773e+02
2.250000000000000000e+04	3.281499999999999773e+02
2.250000000000000000e+04	3.281499999999999773e+02
2.340000000000000000e+04	3.281499999999999773e+02
2.340000000000000000e+04	2.981499999999999773e+02
2.430000000000000000e+04	2.981499999999999773e+02
2.430000000000000000e+04	2.995750330430484496e+02
2.520000000000000000e+04	2.995750330430484496e+02
2.520000000000000000e+04	3.012342798763009455e+02
2.610000000000000000e+04	3.012342798763009455e+02
2.610000000000000000e+04	3.072016400950552679e+02
2.700000000000000000e+04	3.072016400950552679e+02
2.700000000000000000e+04	3.111429408977875823e+02
2.790000000000000000e+04	3.111429408977875823e+02
2.790000000000000000e+04	3.136709348817716432e+02
2.880000000000000000e+04	3.136709348817716432e+02
2.880000000000000000e+04	3.161114637547244115e+02
2.970000000000000000e+04	3.161114637547244115e+02
2.970000000000000000e+04	3.161114637547244115e+02
3.060000000000000000e+04	3.161114637547244115e+02
3.060000000000000000e+04	3.161114637547244115e+02
3.150000000000000000e+04	3.161114637547244115e+02
3.150000000000000000e+04	3.161114637547244115e+02
3.240000000000000000e+04	3.161114637547244115e+02
3.240000000000000000e+04	3.140486444751291515e+02
3.330000000000000000e+04	3.140486444751291515e+02
3.330000000000000000e+04	3.281499999999999773e+02
3.420000000000000000e+04	3.281499999999999773e+02
3.420000000000000000e+04	3.093092836404548507e+02
3.510000000000000000e+04	3.093092836404548507e+02
3.510000000000000000e+04	3.281499999999999773e+02
3.600000000000000000e+04	3.281499999999999773e+02
3.600000000000000000e+04	3.076866562257757209e+02
3.690000000000000000e+04	3.076866562257757209e+02
3.690000000000000000e+04	3.095748745746549844e+02
3.780000000000000000e+04	3.095748745746549844e+02
3.780000000000000000e+04	3.070744658487671472e+02
3.870000000000000000e+04	3.070744658487671472e+02
3.870000000000000000e+04	3.074753369380950403e+02
3.960000000000000000e+04	3.074753369380950403e+02
3.960000000000000000e+04	3.281499999999999773e+02
4.050000000000000000e+04	3.281499999999999773e+02
4.050000000000000000e+04	3.281499999999999773e+02
4.140000000000000000e+04	3.281499999999999773e+02
4.140000000000000000e+04	3.053332191679365337e+02
4.230000000000000000e+04	3.053332191679365337e+02
4.230000000000000000e+04	3.281499999999999773e+02
4.320000000000000000e+04	3.281499999999999773e+02
4.320000000000000000e+04	3.281499999999999773e+02
4.410000000000000000e+04	3.281499999999999773e+02
4.410000000000000000e+04	3.281499999999999773e+02
4.500000000000000000e+04	3.281499999999999773e+02
4.500000000000000000e+04	3.035350822957373111e+02
4.590000000000000000e+04	3.035350822957373111e+02
4.590000000000000000e+04	3.281499999999999773e+02
4.680000000000000000e+04	3.281499999999999773e+02
4.680000000000000000e+04	2.981499999999999204e+02
4.770000000000000000e+04	2.981499999999999204e+02
4.770000000000000000e+04	3.017338996932944610e+02
4.860000000000000000e+04	3.017338996932944610e+02
4.860000000000000000e+04	3.281499999999999773e+02
4.950000000000000000e+04	3.281499999999999773e+02
4.950000000000000000e+04	2.981499999999999773e+02
5.040000000000000000e+04	2.981499999999999773e+02
5.040000000000000000e+04	3.281499999999999773e+02
5.130000000000000000e+04	3.281499999999999773e+02
5.130000000000000000e+04	3.281499999999999773e+02
5.220000000000000000e+04	3.281499999999999773e+02
5.220000000000000000e+04	2.986257700292536583e+02
5.310000000000000000e+04	2.986257700292536583e+02
5.310000000000000000e+04	3.056392964040398397e+02
5.400000000000000000e+04	3.056392964040398397e+02
5.400000000000000000e+04	3.281499999999999773e+02
5.490000000000000000e+04	3.281499999999999773e+02
5.490000000000000000e+04	3.281499999999999773e+02
5.580000000000000000e+04	3.281499999999999773e+02
5.580000000000000000e+04	3.281499999999999773e+02
5.670000000000000000e+04	3.281499999999999773e+02
5.670000000000000000e+04	2.981499999999999773e+02
5.760000000000000000e+04	2.981499999999999773e+02
5.760000000000000000e+04	3.281499999999999773e+02
5.850000000000000000e+04	3.281499999999999773e+02
5.850000000000000000e+04	2.981499999999999773e+02
5.940000000000000000e+04	2.981499999999999773e+02
5.940000000000000000e+04	2.983388759010907165e+02
6.030000000000000000e+04	2.983388759010907165e+02
6.030000000000000000e+04	2.981499999999999773e+02
6.120000000000000000e+04	2.981499999999999773e+02
6.120000000000000000e+04	2.981499999999999773e+02
6.210000000000000000e+04	2.981499999999999773e+02
6.210000000000000000e+04	3.281499999999999773e+02
6.300000000000000000e+04	3.281499999999999773e+02
6.300000000000000000e+04	3.281499999999999773e+02
6.390000000000000000e+04	3.281499999999999773e+02
6.390000000000000000e+04	3.281499999999999773e+02
6.480000000000000000e+04	3.281499999999999773e+02
6.480000000000000000e+04	3.009015281076315205e+02
6.570000000000000000e+04	3.009015281076315205e+02
6.570000000000000000e+04	3.281499999999999773e+02
6.660000000000000000e+04	3.281499999999999773e+02
6.660000000000000000e+04	3.025418780012324191e+02
6.750000000000000000e+04	3.025418780012324191e+02
6.750000000000000000e+04	3.281499999999999773e+02
6.840000000000000000e+04	3.281499999999999773e+02
6.840000000000000000e+04	3.093092836404548507e+02
6.930000000000000000e+04	3.093092836404548507e+02
6.930000000000000000e+04	3.281499999999999773e+02
7.020000000000000000e+04	3.281499999999999773e+02
7.020000000000000000e+04	3.281499999999999773e+02
7.110000000000000000e+04	3.281499999999999773e+02
7.110000000000000000e+04	3.014414604370235224e+02
7.200000000000000000e+04	3.014414604370235224e+02
7.200000000000000000e+04	3.281499999999999773e+02
7.290000000000000000e+04	3.281499999999999773e+02
7.290000000000000000e+04	3.281499999999999773e+02
7.380000000000000000e+04	3.281499999999999773e+02
7.380000000000000000e+04	3.281499999999999773e+02
7.470000000000000000e+04	3.281499999999999773e+02
7.470000000000000000e+04	3.281499999999999773e+02
7.560000000000000000e+04	3.281499999999999773e+02
7.560000000000000000e+04	2.981499999999999773e+02
7.650000000000000000e+04	2.981499999999999773e+02
7.650000000000000000e+04	3.281499999999999773e+02
7.740000000000000000e+04	3.281499999999999773e+02
7.740000000000000000e+04	3.281499999999999773e+02
7.830000000000000000e+04	3.281499999999999773e+02
7.830000000000000000e+04	3.281499999999999773e+02
7.920000000000000000e+04	3.281499999999999773e+02
7.920000000000000000e+04	3.281499999999999773e+02
8.010000000000000000e+04	3.281499999999999773e+02
8.010000000000000000e+04	3.281499999999999773e+02
8.100000000000000000e+04	3.281499999999999773e+02
8.100000000000000000e+04	3.281499999999999773e+02
8.190000000000000000e+04	3.281499999999999773e+02
8.190000000000000000e+04	3.281499999999999773e+02
8.280000000000000000e+04	3.281499999999999773e+02
8.280000000000000000e+04	2.981499999999999773e+02
8.370000000000000000e+04	2.981499999999999773e+02
8.370000000000000000e+04	3.223586955247694164e+02
8.460000000000000000e+04	3.223586955247694164e+02
8.460000000000000000e+04	3.224195448955265419e+02
8.550000000000000000e+04	3.224195448955265419e+02
8.550000000000000000e+04	3.224803714477696417e+02
8.640000000000000000e+04	3.224803714477696417e+02
8.640000000000000000e+04	3.281499999999999773e+02
8.730000000000000000e+04	3.281499999999999773e+02
8.730000000000000000e+04	3.281499999999999773e+02
8.820000000000000000e+04	3.281499999999999773e+02
8.820000000000000000e+04	3.281499999999999773e+02
8.910000000000000000e+04	3.281499999999999773e+02
8.910000000000000000e+04	3.281499999999999773e+02
9.000000000000000000e+04	3.281499999999999773e+02
9.000000000000000000e+04	3.281499999999999773e+02
9.090000000000000000e+04	3.281499999999999773e+02
9.090000000000000000e+04	3.281499999999999773e+02
9.180000000000000000e+04	3.281499999999999773e+02
9.180000000000000000e+04	2.981499999999999773e+02
9.270000000000000000e+04	2.981499999999999773e+02
9.270000000000000000e+04	3.093092836404548507e+02
