Zeit,GloHorRad_normal,GloHorRad_warm,GloHorRad_kalt
5029200,0,0,0
5032800,0,0,0
5036400,0,0,0
5040000,6,27,54
5043600,20,135,192
5047200,41,252,321
5050800,59,173,423
5054400,80,138,489
5058000,53,100,509
5061600,45,92,461
5065200,31,167,383
5068800,18,200,255
5072400,7,91,116
5076000,0,2,0
5079600,0,0,0
5083200,0,0,0
5086800,0,0,0
5090400,0,0,0
5094000,0,0,0
5097600,0,0,0
5101200,0,0,0
5104800,0,0,0
5108400,0,0,0
5112000,0,0,0
5115600,0,0,0
5119200,0,0,0
5122800,0,0,0
5126400,11,19,43
5130000,46,81,172
5133600,67,156,306
5137200,70,208,410
5140800,75,283,471
5144400,68,261,481
5148000,49,156,451
5151600,72,174,376
5155200,49,94,257
5158800,40,69,117
5162400,7,1,11
5166000,0,0,0
5169600,0,0,0
5173200,0,0,0
5176800,0,0,0
5180400,0,0,0
5184000,0,0,0
5187600,0,0,0
5191200,0,0,0
5194800,0,0,0
5198400,0,0,0
5202000,0,0,0
5205600,0,0,0
5209200,0,0,0
5212800,12,31,42
5216400,71,124,174
5,220,000,201,255,310
5,223,600,191,254,420
5,227,200,122,219,480
5,230,800,181,274,490
5,234,400,268,194,450
5,238,000,182,227,380
5,241,600,271,155,260
5245200,137,84,124
5248800,24,14,13
5252400,0,0,0
5256000,0,0,0
5259600,0,0,0
5263200,0,0,0
5266800,0,0,0
5270400,0,0,0
5274000,0,0,0
5277600,0,0,0
5281200,0,0,0
5284800,0,0,0
5288400,0,0,0
5292000,0,0,0
5295600,0,0,0
5299200,7,21,52
5302800,27,108,194
5306400,51,214,333
5310000,76,324,441
5313600,78,286,503
5,317,200,155,326,380
5,320,800,254,368,330
5,324,400,303,298,400
5,328,000,197,193,280
5331600,90,77,133
5335200,22,8,15
5338800,0,0,0
5342400,0,0,0
5346000,0,0,0
5349600,0,0,0
5353200,0,0,0
5356800,0,0,0
5360400,0,0,0
5364000,0,0,0
5367600,0,0,0
5371200,0,0,0
5374800,0,0,0
5378400,0,0,0
5382000,0,2,1
5385600,29,59,54
5,389,200,107,138,180
5,392,800,232,153,320
5,396,400,339,158,430
5,400,000,436,413,490
5,403,600,334,459,500
5,407,200,208,372,460
5,410,800,100,326,390
5414400,97,192,276
5418000,96,112,137
5421600,19,17,18
5425200,0,0,0
5428800,0,0,0
5432400,0,0,0
5436000,0,0,0
5439600,0,0,0
5443200,0,0,0
5446800,0,0,0
5450400,0,0,0
5454000,0,0,0
5457600,0,0,0
5461200,0,0,0
5464800,0,0,0
5468400,0,3,1
5472000,58,66,34
5475600,197,190,73
5,479,200,337,195,100
5482800,446,146,93
5486400,507,238,84
5490000,520,366,70
5493600,472,217,59
5497200,396,282,94
5,500,800,286,196,120
5,504,400,135,135,120
5508000,27,14,19
5511600,0,0,0
5515200,0,0,0
5518800,0,0,0
5522400,0,0,0
5526000,0,0,0
5529600,0,0,0
5533200,0,0,0
5536800,0,0,0
5540400,0,0,0
5544000,0,0,0
5547600,0,0,0
5551200,0,0,0
5554800,0,1,4
5558400,19,34,71
5562000,89,160,223
5,565,600,264,200,360
5,569,200,428,204,460
5,572,800,444,225,520
5,576,400,327,208,500
5,580,000,101,134,470
5,583,600,191,162,420
5,587,200,221,157,300
5,590,800,103,116,150
5594400,21,22,21
5598000,0,0,0
5601600,0,0,0
5605200,0,0,0
5608800,0,0,0
5612400,0,0,0
5616000,0,0,0
5619600,0,0,0
5623200,0,0,0
5626800,0,0,0
5630400,0,0,0
5634000,0,0,0
5637600,0,0,0
5641200,0,1,5
5644800,38,32,76
5,648,400,204,149,220
5,652,000,368,255,370
5,655,600,316,212,470
5,659,200,397,173,530
5,662,800,266,224,520
5,666,400,220,207,490
5,670,000,192,129,430
5673600,188,58,308
5677200,126,54,160
5680800,26,11,24
5684400,0,0,0
5688000,0,0,0
5691600,0,0,0
5695200,0,0,0
5698800,0,0,0
5702400,0,0,0
5706000,0,0,0
5709600,0,0,0
5713200,0,0,0
5716800,0,0,0
5720400,0,0,0
5724000,0,0,0
5727600,0,3,7
5731200,74,50,80
5,734,800,220,131,220
5,738,400,362,203,360
5,742,000,466,359,460
5,745,600,528,477,520
5,749,200,534,393,520
5,752,800,499,353,480
5,756,400,372,360,420
5,760,000,246,228,300
5,763,600,163,137,160
5767200,34,23,25
5770800,0,0,0
5774400,0,0,0
5778000,0,0,0
5781600,0,0,0
5785200,0,0,0
5788800,0,0,0
5792400,0,0,0
5796000,0,0,0
5799600,0,0,0
5803200,0,0,0
5806800,0,0,0
5810400,0,0,0
5814000,0,2,6
5817600,20,29,73
5821200,55,78,218
5,824,800,160,133,240
5,828,400,177,165,360
5,832,000,251,200,490
5,835,600,284,223,470
5,839,200,318,207,380
5,842,800,359,124,330
5846400,266,63,220
5850000,171,43,99
5853600,40,8,12
5857200,0,0,0
5860800,0,0,0
5864400,0,0,0
5868000,0,0,0
5871600,0,0,0
5875200,0,0,0
5878800,0,0,0
5882400,0,0,0
5886000,0,0,0
5889600,0,0,0
5893200,0,0,0
5896800,0,0,0
5900400,2,1,4
5904000,84,17,53
5907600,232,43,225
5911200,401,83,331
5,914,800,511,104,430
5918400,551,85,471
5922000,307,59,373
5925600,164,58,324
5929200,341,60,184
5932800,335,48,51
5936400,192,26,36
5940000,46,7,18
5943600,0,0,0
5947200,0,0,0
5950800,0,0,0
5954400,0,0,0
5958000,0,0,0
5961600,0,0,0
5965200,0,0,0
5968800,0,0,0
5972400,0,0,0
5976000,0,0,0
5979600,0,0,0
5983200,0,0,0
5986800,2,2,5
5990400,82,19,51
5994000,233,48,108
5997600,381,70,198
6,001,200,491,111,250
6,004,800,558,169,390
6,008,400,580,160,330
6,012,000,546,129,220
6,015,600,463,109,230
6019200,341,75,146
6022800,190,38,120
6026400,44,11,28
6030000,0,0,0
6033600,0,0,0
6037200,0,0,0
6040800,0,0,0
6044400,0,0,0
6048000,0,0,0
6051600,0,0,0
6055200,0,0,0
6058800,0,0,0
6062400,0,0,0
6066000,0,0,0
6069600,0,0,0
6073200,1,4,8
6076800,35,25,77
6080400,82,113,225
6,084,000,114,210,360
6,087,600,141,176,410
6,091,200,393,220,390
6,094,800,554,285,430
6,098,400,524,285,410
6,102,000,452,173,300
6105600,334,64,194
6109200,189,77,92
6112800,47,28,19
6116400,0,0,0
6120000,0,0,0
6123600,0,0,0
6127200,0,0,0
6130800,0,0,0
6134400,0,0,0
6138000,0,0,0
6141600,0,0,0
6145200,0,0,0
6148800,0,0,0
6152400,0,0,0
6156000,0,0,0
6159600,2,9,5
6163200,41,97,53
6166800,79,234,219
6170400,92,330,372
6174000,88,334,469
6177600,78,367,516
6181200,71,301,369
6184800,64,125,266
6188400,74,165,298
6192000,57,154,212
6195600,44,122,129
6199200,16,47,31
6202800,0,0,0
6206400,0,0,0
6210000,0,0,0
6213600,0,0,0
6217200,0,0,0
6220800,0,0,0
6224400,0,0,0
6228000,0,0,0
6231600,0,0,0
6235200,0,0,0
6238800,0,0,0
6242400,0,0,0
6246000,4,10,3
6249600,58,107,21
6253200,165,227,49
6,256,800,206,322,110
6,260,400,258,355,220
6,264,000,264,432,150
6,267,600,265,449,150
6,271,200,339,445,170
6,274,800,446,394,200
6,278,400,346,290,210
6282000,183,172,88
6285600,19,41,11
6289200,0,0,0
6292800,0,0,0
6296400,0,0,0
6300000,0,0,0
6303600,0,0,0
6307200,0,0,0
6310800,0,0,0
6314400,0,0,0
6318000,0,0,0
6321600,0,0,0
6325200,0,0,0
6328800,0,0,0
6332400,2,4,1
6336000,29,69,19
6339600,98,136,65
6,343,200,206,216,110
6,346,800,214,192,170
6,350,400,141,145,270
6,354,000,159,135,330
6,357,600,120,125,370
6361200,70,94,355
6364800,51,75,187
6368400,42,57,95
6372000,18,32,29
6375600,0,0,0
6379200,0,0,0
6382800,0,0,0
6386400,0,0,0
6390000,0,0,0
6393600,0,0,0
6397200,0,0,0
6400800,0,0,0
6404400,0,0,0
6408000,0,0,0
6411600,0,0,0
6415200,0,0,0
6418800,0,8,3
6422400,11,46,43
6426000,70,83,95
6429600,153,176,93
6433200,159,288,69
6436800,192,345,58
6440400,196,315,77
6,444,000,144,202,100
6,447,600,116,209,120
6451200,99,136,82
6454800,55,100,44
6458400,17,26,14
6462000,0,0,0
6465600,0,0,0
6469200,0,0,0
6472800,0,0,0
6476400,0,0,0
6480000,0,0,0
6483600,0,0,0
6487200,0,0,0
6490800,0,0,0
6494400,0,0,0
6498000,0,0,0
6501600,0,0,0
6505200,3,6,0
6508800,49,39,14
6512400,107,112,57
6516000,166,178,87
6519600,336,259,55
6523200,542,297,55
6526800,580,227,63
6530400,548,307,57
6534000,472,233,51
6537600,355,134,40
6541200,196,100,33
6544800,68,17,10
6548400,2,0,0
6552000,0,0,0
6555600,0,0,0
6559200,0,0,0
6562800,0,0,0
6566400,0,0,0
6570000,0,0,0
6573600,0,0,0
6577200,0,0,0
6580800,0,0,0
6584400,0,0,0
6588000,0,0,0
6591600,11,6,5
6595200,105,39,51
6598800,248,83,82
6602400,403,111,90
6606000,525,115,73
6609600,535,119,88
6613200,471,113,82
6616800,510,97,67
6620400,482,87,64
6624000,369,67,50
6627600,209,53,50
6631200,44,21,20
6634800,0,0,0
6638400,0,0,0
6642000,0,0,0
6645600,0,0,0
6649200,0,0,0
6652800,0,0,0
6656400,0,0,0
6660000,0,0,0
6663600,0,0,0
6667200,0,0,0
6670800,0,0,0
6674400,0,0,0
6678000,21,9,15
6681600,146,41,86
6685200,175,95,208
6,688,800,292,129,390
6,692,400,203,131,540
6696000,94,159,612
6699600,86,227,619
6703200,84,352,585
6706800,70,224,504
6710400,67,104,376
6714000,52,75,226
6717600,22,21,67
6721200,1,0,0
6724800,0,0,0
6728400,0,0,0
6732000,0,0,0
6735600,0,0,0
6739200,0,0,0
6742800,0,0,0
6746400,0,0,0
6750000,0,0,0
6753600,0,0,0
6757200,0,0,0
6760800,0,0,0
6764400,1,7,13
6768000,38,37,74
6771600,93,73,187
6,775,200,115,104,220
6778800,88,101,358
6782400,74,93,580
6786000,121,89,622
6789600,90,82,592
6793200,85,97,514
6796800,60,75,387
6800400,58,84,234
6804000,49,32,72
6807600,2,0,0
6811200,0,0,0
6814800,0,0,0
6818400,0,0,0
6822000,0,0,0
6825600,0,0,0
6829200,0,0,0
6832800,0,0,0
6836400,0,0,0
6840000,0,0,0
6843600,0,0,0
6847200,0,0,0
6850800,9,34,30
6854400,76,155,151
6,858,000,162,307,310
6,861,600,336,368,450
6,865,200,365,487,550
6,868,800,254,551,610
6,872,400,264,552,620
6,876,000,167,554,580
6879600,64,496,462
6883200,36,342,340
6886800,57,188,217
6890400,31,48,69
6894000,2,0,0
6897600,0,0,0
6901200,0,0,0
6904800,0,0,0
6908400,0,0,0
6912000,0,0,0
6915600,0,0,0
6919200,0,0,0
6922800,0,0,0
6926400,0,0,0
6930000,0,0,0
6933600,0,0,0
6937200,20,40,31
6,940,800,170,152,120
6,944,400,316,335,280
6,948,000,295,491,450
6,951,600,178,554,560
6,955,200,138,472,620
6,958,800,278,524,630
6,962,400,257,576,600
6,966,000,194,460,520
6969600,82,289,391
6,973,200,102,206,230
6976800,51,82,76
6980400,3,0,0
6984000,0,0,0
6987600,0,0,0
6991200,0,0,0
6994800,0,0,0
6998400,0,0,0
7002000,0,0,0
7005600,0,0,0
7009200,0,0,0
7012800,0,0,0
7016400,0,0,0
7020000,0,0,0
7023600,10,46,33
7027200,88,186,150
7,030,800,147,351,290
7,034,400,124,457,420
7,038,000,109,544,510
7,041,600,164,660,550
7,045,200,194,647,580
7,048,800,169,623,510
7,052,400,149,546,480
7,056,000,110,402,360
7059600,97,247,200
7063200,55,83,72
7066800,4,0,0
7070400,0,0,0
7074000,0,0,0
7077600,0,0,0
7081200,0,0,0
7084800,0,0,0
7088400,0,0,0
7092000,0,0,0
7095600,0,0,0
7099200,0,0,0
7102800,0,0,0
7106400,0,0,0
7110000,8,39,46
7113600,54,169,183
7117200,97,332,345
7,120,800,139,483,480
7,124,400,212,587,580
7,128,000,279,649,640
7,131,600,192,668,640
7,135,200,134,586,540
7,138,800,137,406,470
7142400,70,363,370
7146000,76,223,217
7149600,34,69,63
7153200,2,0,0
7156800,0,0,0
7160400,0,0,0
7164000,0,0,0
7167600,0,0,0
7171200,0,0,0
7174800,0,0,0
7178400,0,0,0
7182000,0,0,0
7185600,0,0,0
7189200,0,0,0
7192800,0,0,0
7196400,9,8,10
7200000,78,53,42
7203600,145,67,66
7207200,174,77,92
7210800,160,62,118
7214400,185,67,103
7218000,119,81,113
7221600,106,76,107
7225200,82,52,123
7228800,61,47,122
7232400,48,36,76
7236000,29,23,26
7239600,4,0,0
7243200,0,0,0
7246800,0,0,0
7250400,0,0,0
7254000,0,0,0
7257600,0,0,0
7261200,0,0,0
7264800,0,0,0
7268400,0,0,0
7272000,0,0,0
7275600,0,0,0
7279200,0,0,0
7282800,9,5,7
7286400,47,20,38
7290000,92,57,110
7293600,121,90,230
7,297,200,108,100,340
7,300,800,119,112,330
7,304,400,128,148,290
7,308,000,135,362,400
7,311,600,107,448,370
7315200,83,274,255
7318800,63,182,158
7322400,35,64,39
7326000,3,0,0
7329600,0,0,0
7333200,0,0,0
7336800,0,0,0
7340400,0,0,0
7344000,0,0,0
7347600,0,0,0
7351200,0,0,0
7354800,0,0,0
7358400,0,0,0
7362000,0,0,0
7365600,0,0,0
7369200,10,10,14
7372800,73,79,56
7,376,400,151,113,100
7,380,000,269,119,150
7,383,600,481,298,240
7,387,200,611,163,560
7,390,800,645,176,640
7,394,400,614,305,540
7,398,000,535,423,510
7,401,600,418,373,410
7,405,200,247,229,260
7408800,106,29,95
7412400,11,0,0
7416000,0,0,0
7419600,0,0,0
7423200,0,0,0
7426800,0,0,0
7430400,0,0,0
7434000,0,0,0
7437600,0,0,0
7441200,0,0,0
7444800,0,0,0
7448400,0,0,0
7452000,0,0,0
7455600,33,11,57
7,459,200,190,156,200
7,462,800,353,312,370
7,466,400,494,324,510
7,470,000,598,403,620
7,473,600,665,366,680
7,477,200,672,420,680
7,480,800,633,404,480
7,484,400,543,443,130
7,488,000,417,271,190
7,491,600,250,150,210
7495200,110,63,86
7498800,12,0,0
7502400,0,0,0
7506000,0,0,0
7509600,0,0,0
7513200,0,0,0
7516800,0,0,0
7520400,0,0,0
7524000,0,0,0
7527600,0,0,0
7531200,0,0,0
7534800,0,0,0
7538400,0,0,0
7542000,36,14,63
7545600,192,94,217
7,549,200,344,314,380
7,552,800,477,424,510
7,556,400,582,455,610
7,560,000,641,556,670
7,563,600,658,394,680
7,567,200,619,222,640
7570800,546,90,561
7,574,400,396,108,430
7578000,249,74,275
7581600,119,50,104
7585200,14,0,0
7588800,0,0,0
7592400,0,0,0
7596000,0,0,0
7599600,0,0,0
7603200,0,0,0
7606800,0,0,0
7610400,0,0,0
7614000,0,0,0
7617600,0,0,0
7621200,0,0,0
7624800,0,0,0
7628400,41,67,53
7,632,000,211,182,190
7,635,600,377,254,350
7,639,200,515,300,500
7,642,800,615,295,600
7,646,400,677,251,670
7,650,000,681,122,680
7653600,632,95,632
7657200,499,99,487
7,660,800,346,145,320
7,664,400,200,180,180
7668000,72,45,63
7671600,10,1,0
7675200,0,0,0
7678800,0,0,0
7682400,0,0,0
7686000,0,0,0
7689600,0,0,0
7693200,0,0,0
7696800,0,0,0
7700400,0,0,0
7704000,0,0,0
7707600,0,0,0
7711200,0,0,0
7714800,9,50,24
7718400,47,128,90
7,722,000,126,266,190
7,725,600,168,375,140
7,729,200,220,167,150
7,732,800,238,116,210
7,736,400,170,420,260
7,740,000,205,421,310
7,743,600,493,210,290
7,747,200,501,170,180
7750800,294,101,92
7754400,126,57,21
7758000,13,1,0
7761600,0,0,0
7765200,0,0,0
7768800,0,0,0
7772400,0,0,0
7776000,0,0,0
7779600,0,0,0
7783200,0,0,0
7786800,0,0,0
7790400,0,0,0
7794000,0,0,0
7797600,0,1,3
7801200,53,38,44
7,804,800,192,206,190
7,808,400,365,363,370
7,812,000,508,387,420
7,815,600,609,334,390
7,819,200,662,234,360
7,822,800,674,297,410
7,826,400,634,349,480
7,830,000,552,227,420
7833600,424,75,307
7837200,273,74,195
7840800,119,95,66
7844400,14,11,6
7848000,0,0,0
7851600,0,0,0
7855200,0,0,0
7858800,0,0,0
7862400,0,0,0
7866000,0,0,0
7869600,0,0,0
7873200,0,0,0
7876800,0,0,0
7880400,0,0,0
7884000,0,5,5
7887600,57,75,60
7,891,200,194,228,140
7,894,800,361,376,210
7,898,400,506,460,420
7,902,000,608,540,460
7,905,600,661,417,330
7,909,200,675,576,380
7,912,800,634,536,480
7,916,400,552,434,500
7,920,000,428,254,410
7,923,600,277,141,270
7927200,124,77,120
7930800,15,4,12
7934400,0,0,0
7938000,0,0,0
7941600,0,0,0
7945200,0,0,0
7948800,0,0,0
7952400,0,0,0
7956000,0,0,0
7959600,0,0,0
7963200,0,0,0
7966800,0,0,0
7970400,0,2,1
7974000,61,65,64
7,977,600,199,160,210
7,981,200,363,224,370
7,984,800,504,323,490
7,988,400,610,454,520
7,992,000,650,283,500
7,995,600,646,286,610
7,999,200,641,242,590
8,002,800,557,103,440
8006400,420,62,310
8010000,271,67,222
8013600,130,45,104
8017200,18,5,9
8020800,0,0,0
8024400,0,0,0
8028000,0,0,0
8031600,0,0,0
8035200,0,0,0
8038800,0,0,0
8042400,0,0,0
8046000,0,0,0
8049600,0,0,0
8053200,0,0,0
8056800,0,3,6
8060400,61,46,15
8064000,202,113,28
8067600,374,118,69
8071200,516,97,97
8,074,800,623,209,130
8,078,400,681,478,200
8,082,000,687,252,380
8,085,600,643,309,540
8,089,200,568,433,430
8,092,800,445,251,350
8,096,400,293,108,200
8100000,135,145,71
8103600,20,11,3
8107200,0,0,0
8110800,0,0,0
8114400,0,0,0
8118000,0,0,0
8121600,0,0,0
8125200,0,0,0
8128800,0,0,0
8132400,0,0,0
8136000,0,0,0
8139600,0,0,0
8143200,0,10,12
8146800,29,100,91
8150400,43,265,239
8,154,000,192,407,400
8,157,600,521,469,520
8,161,200,599,457,580
8,164,800,344,528,480
8,168,400,369,479,440
8,172,000,508,455,370
8,175,600,457,413,320
8,179,200,324,416,230
8,182,800,200,243,120
8186400,121,90,49
8190000,24,10,5
8193600,0,0,0
8197200,0,0,0
8200800,0,0,0
8204400,0,0,0
8208000,0,0,0
8211600,0,0,0
8215200,0,0,0
8218800,0,0,0
8222400,0,0,0
8226000,0,0,0
8229600,3,12,3
8233200,104,115,31
8236800,282,234,55
8240400,458,248,80
8244000,597,331,83
8,247,600,588,259,110
8,251,200,440,476,160
8,254,800,397,590,130
8,258,400,186,496,120
8,262,000,223,472,110
8265600,125,235,67
8269200,128,123,53
8272800,91,98,29
8276400,28,5,3
8280000,0,0,0
8283600,0,0,0
8287200,0,0,0
8290800,0,0,0
8294400,0,0,0
8298000,0,0,0
8301600,0,0,0
8305200,0,0,0
8308800,0,0,0
8312400,0,0,0
8316000,0,2,11
8319600,27,47,89
8323200,70,129,188
8,326,800,109,324,360
8,330,400,332,399,540
8,334,000,263,327,590
8,337,600,168,364,460
8,341,200,201,442,130
8,344,800,137,298,130
8348400,225,245,93
8,352,000,128,161,110
8,355,600,104,214,180
8359200,54,133,80
8362800,5,14,10
8366400,0,0,0
8370000,0,0,0
8373600,0,0,0
8377200,0,0,0
8380800,0,0,0
8384400,0,0,0
8388000,0,0,0
8391600,0,0,0
8395200,0,0,0
8398800,0,0,0
8402400,1,5,10
8406000,27,68,69
8409600,86,207,111
8413200,120,316,99
8,416,800,206,514,200
8,420,400,134,648,180
8,424,000,112,709,290
8427600,96,715,605
8431200,84,674,550
8434800,71,573,284
8438400,77,293,215
8442000,98,176,80
8445600,32,117,77
8449200,7,20,14
8452800,0,0,0
8456400,0,0,0
8460000,0,0,0
8463600,0,0,0
8467200,0,0,0
8470800,0,0,0
8474400,0,0,0
8478000,0,0,0
8481600,0,0,0
8485200,0,0,0
8488800,0,2,12
8492400,9,40,96
8496000,82,242,237
8,499,600,108,456,400
8,503,200,129,455,550
8,506,800,115,367,650
8,510,400,120,409,700
8,514,000,171,489,700
8,517,600,149,530,660
8,521,200,104,529,580
8,524,800,100,487,450
8,528,400,122,319,310
8532000,71,146,157
8535600,13,17,23
8539200,0,0,0
8542800,0,0,0
8546400,0,0,0
8550000,0,0,0
8553600,0,0,0
8557200,0,0,0
8560800,0,0,0
8564400,0,0,0
8568000,0,0,0
8571600,0,0,0
8575200,1,1,15
8578800,52,30,122
8,582,400,124,103,270
8,586,000,288,215,430
8,589,600,493,301,560
8,593,200,657,335,650
8,596,800,728,336,710
8,600,400,715,332,710
8,604,000,661,315,660
8,607,600,574,322,580
8,611,200,425,281,460
8,614,800,283,160,310
8618400,129,91,151
8622000,24,13,21
8625600,0,0,0
8629200,0,0,0
8632800,0,0,0
8636400,0,0,0
8640000,0,0,0
8643600,0,0,0
8647200,0,0,0
8650800,0,0,0
8654400,0,0,0
8658000,0,0,0
8661600,0,4,7
8665200,54,55,60
8,668,800,107,190,190
8,672,400,149,404,340
8,676,000,111,421,450
8679600,99,254,571
8,683,200,117,209,610
8,686,800,115,237,530
8,690,400,126,349,530
8,694,000,222,298,460
8,697,600,254,292,300
8,701,200,130,232,160
8704800,94,110,101
8708400,30,19,22
8712000,0,0,0
8715600,0,0,0
8719200,0,0,0
8722800,0,0,0
8726400,0,0,0
8730000,0,0,0
8733600,0,0,0
8737200,0,0,0
8740800,0,0,0
8744400,0,0,0
8748000,1,1,9
8751600,12,20,40
8755200,80,77,64
8,758,800,234,143,100
8,762,400,190,170,230
8,766,000,151,147,110
8,769,600,205,168,140
8,773,200,285,167,240
8,776,800,232,185,400
8,780,400,164,191,450
8,784,000,180,172,350
8787600,148,91,253
8791200,42,53,117
8794800,6,4,20
8798400,0,0,0
8802000,0,0,0
8805600,0,0,0
8809200,0,0,0
8812800,0,0,0
8816400,0,0,0
8820000,0,0,0
8823600,0,0,0
8827200,0,0,0
8830800,0,0,0
8834400,6,10,3
8838000,41,46,33
8841600,127,205,61
8845200,301,376,88
8848800,428,437,95
8,852,400,494,385,100
8856000,522,283,97
8,859,600,558,229,100
8,863,200,551,155,110
8866800,469,85,101
8870400,346,88,88
8874000,244,83,73
8877600,123,40,61
8881200,24,9,12
8884800,0,0,0
8888400,0,0,0
8892000,0,0,0
8895600,0,0,0
8899200,0,0,0
8902800,0,0,0
8906400,0,0,0
8910000,0,0,0
8913600,0,0,0
8917200,0,0,0
8920800,18,14,4
8924400,138,60,34
8928000,293,109,80
8,931,600,443,187,140
8,935,200,546,279,190
8,938,800,542,328,120
8942400,475,251,95
8,946,000,449,353,120
8,949,600,485,289,120
8,953,200,464,406,140
8,956,800,373,358,180
8,960,400,253,244,200
8964000,150,51,91
8967600,35,6,13
8971200,0,0,0
8974800,0,0,0
8978400,0,0,0
8982000,0,0,0
8985600,0,0,0
8989200,0,0,0
8992800,0,0,0
8996400,0,0,0
9000000,0,0,0
9003600,0,0,0
9007200,8,28,8
9010800,115,148,56
9,014,400,216,312,120
9,018,000,344,467,170
9,021,600,445,590,240
9,025,200,508,707,380
9,028,800,459,763,620
9,032,400,318,765,580
9,036,000,260,679,420
9,039,600,286,539,270
9,043,200,199,406,180
9,046,800,105,200,160
9050400,91,69,124
9054000,31,11,24
9057600,0,0,0
9061200,0,0,0
9064800,0,0,0
9068400,0,0,0
9072000,0,0,0
9075600,0,0,0
9079200,0,0,0
9082800,0,0,0
9086400,0,0,0
9090000,0,0,0
9093600,1,20,34
9097200,13,45,176
9100800,38,55,354
9104400,167,94,525
9,108,000,391,319,640
9,111,600,419,315,480
9,115,200,360,226,470
9,118,800,442,172,350
9,122,400,336,152,360
9126000,197,61,488
9129600,192,57,436
9133200,183,50,314
9136800,77,41,129
9140400,28,18,15
9144000,0,0,0
9147600,0,0,0
9151200,0,0,0
9154800,0,0,0
9158400,0,0,0
9162000,0,0,0
9165600,0,0,0
9169200,0,0,0
9172800,0,0,0
9176400,0,0,0
9180000,18,4,8
9183600,95,25,34
9187200,253,243,69
9,190,800,428,440,150
9,194,400,558,428,370
9,198,000,482,230,510
9,201,600,472,124,480
9,205,200,305,177,540
9,208,800,293,208,610
9,212,400,173,132,570
9,216,000,127,138,470
9,219,600,106,175,320
9223200,49,187,173
9226800,18,39,38
9230400,0,0,0
9234000,0,0,0
9237600,0,0,0
9241200,0,0,0
9244800,0,0,0
9248400,0,0,0
9252000,0,0,0
9255600,0,0,0
9259200,0,0,0
9262800,0,0,0
9266400,20,18,31
9270000,77,153,151
9,273,600,188,342,310
9,277,200,257,418,470
9,280,800,251,388,610
9,284,400,243,418,700
9,288,000,209,321,660
9,291,600,144,260,610
9,295,200,104,436,620
9298800,87,562,528
9302400,74,381,424
9306000,70,162,320
9309600,50,80,176
9313200,10,15,39
9316800,0,0,0
9320400,0,0,0
9324000,0,0,0
9327600,0,0,0
9331200,0,0,0
9334800,0,0,0
9338400,0,0,0
9342000,0,0,0
9345600,0,0,0
9349200,0,0,0
9352800,3,31,32
9356400,38,173,152
9,360,000,118,360,310
9,363,600,225,541,460
9,367,200,384,598,600
9,370,800,471,564,690
9,374,400,388,562,720
9,378,000,403,482,730
9,381,600,253,403,690
9,385,200,203,250,600
9,388,800,168,180,460
9392400,97,157,335
9,396,000,104,109,180
9399600,18,31,44
9403200,0,0,0
9406800,0,0,0
9410400,0,0,0
9414000,0,0,0
9417600,0,0,0
9421200,0,0,0
9424800,0,0,0
9428400,0,0,0
9432000,0,0,0
9435600,0,0,0
9439200,25,34,41
9442800,81,137,174
9,446,400,276,303,330
9,450,000,431,488,480
9,453,600,568,619,610
9,457,200,677,662,710
9,460,800,751,607,760
9,464,400,753,543,770
9,468,000,506,491,720
9,471,600,538,508,630
9,475,200,418,379,500
9,478,800,278,274,350
9,482,400,163,147,190
9486000,57,28,49
9489600,1,0,0
9493200,0,0,0
9496800,0,0,0
9500400,0,0,0
9504000,0,0,0
9507600,0,0,0
9511200,0,0,0
9514800,0,0,0
9518400,0,0,0
9522000,0,0,0
9525600,10,3,44
9529200,26,59,179
9532800,49,119,337
9536400,91,330,488
9,540,000,142,511,610
9,543,600,160,549,710
9,547,200,174,569,760
9,550,800,258,543,760
9,554,400,257,468,720
9,558,000,175,378,630
9,561,600,142,249,510
9565200,121,86,362
9568800,48,55,202
9572400,12,8,54
9576000,0,0,0
9579600,0,0,0
9583200,0,0,0
9586800,0,0,0
9590400,0,0,0
9594000,0,0,0
9597600,0,0,0
9601200,0,0,0
9604800,0,0,0
9608400,0,0,0
9612000,31,15,49
9615600,120,69,183
9,619,200,190,145,340
9,622,800,336,215,490
9,626,400,569,163,620
9,630,000,697,184,710
9,633,600,750,114,770
9637200,710,94,776
9,640,800,651,205,730
9,644,400,573,310,630
9,648,000,429,249,510
9,651,600,292,253,350
9,655,200,150,207,190
9658800,43,55,53
9662400,0,0,0
9666000,0,0,0
9669600,0,0,0
9673200,0,0,0
9676800,0,0,0
9680400,0,0,0
9684000,0,0,0
9687600,0,0,0
9691200,0,0,0
9694800,0,0,0
9698400,30,5,48
9702000,156,23,179
9705600,327,72,338
9,709,200,499,130,490
9,712,800,637,266,620
9,716,400,715,420,720
9,720,000,771,409,770
9,723,600,782,379,780
9,727,200,740,458,730
9,730,800,655,397,640
9,734,400,527,262,510
9,738,000,378,233,360
9,741,600,212,151,200
9745200,61,50,58
9748800,1,0,0
9752400,0,0,0
9756000,0,0,0
9759600,0,0,0
9763200,0,0,0
9766800,0,0,0
9770400,0,0,0
9774000,0,0,0
9777600,0,0,0
9781200,0,0,0
9784800,36,5,55
9788400,172,43,195
9792000,342,94,354
9,795,600,501,136,500
9,799,200,487,222,630
9,802,800,233,242,720
