0.00000,0.00000
900.00000,0.00000
1800.00000,0.00000
2700.00000,0.00000
3600.00000,0.00000
4500.00000,0.00000
5400.00000,0.00000
6300.00000,0.00000
7200.00000,0.00000
8100.00000,0.00000
9000.00000,0.00000
9900.00000,0.00000
10800.00000,0.00000
11700.00000,0.00000
12600.00000,0.00000
13500.00000,0.00000
14400.00000,0.00000
15300.00000,0.00000
16200.00000,0.00000
17100.00000,0.00000
18000.00000,0.00000
18900.00000,0.00000
19800.00000,0.00000
20700.00000,0.00000
21600.00000,0.00000
22500.00000,0.00000
23400.00000,0.00000
24300.00000,0.00000
25200.00000,0.00000
26100.00000,0.00000
27000.00000,0.00000
27900.00000,0.00000
28800.00000,0.00000
29700.00000,0.00000
30600.00000,0.00000
31500.00000,0.00000
32400.00000,0.00000
33300.00000,0.00000
34200.00000,0.00000
35100.00000,0.00000
36000.00000,0.00000
36900.00000,0.00000
37800.00000,0.00000
38700.00000,0.00000
39600.00000,0.00000
40500.00000,0.00000
41400.00000,0.00000
42300.00000,0.00000
43200.00000,0.00000
44100.00000,0.00000
45000.00000,0.00000
45900.00000,0.00000
46800.00000,0.00000
47700.00000,0.00000
48600.00000,0.00000
49500.00000,0.00000
50400.00000,0.00000
51300.00000,0.00000
52200.00000,0.00000
53100.00000,0.00000
54000.00000,0.00000
54900.00000,0.00000
55800.00000,0.00000
56700.00000,0.00000
57600.00000,0.00000
58500.00000,0.00000
59400.00000,0.00000
60300.00000,0.00000
61200.00000,0.00000
62100.00000,0.00000
63000.00000,0.00000
63900.00000,0.00000
64800.00000,0.00000
65700.00000,0.00000
66600.00000,0.00000
67500.00000,11.00000
68400.00000,11.00000
69300.00000,11.00000
70200.00000,8.81443
71100.00000,0.00000
72000.00000,0.00000
72900.00000,0.00000
73800.00000,0.00000
74700.00000,0.00000
75600.00000,0.00000
76500.00000,0.00000
77400.00000,0.00000
78300.00000,0.00000
79200.00000,0.00000
80100.00000,0.00000
81000.00000,0.00000
81900.00000,0.00000
82800.00000,0.00000
83700.00000,0.00000
84600.00000,0.00000
85500.00000,0.00000
86400.00000,0.00000
87300.00000,0.00000
88200.00000,0.00000
89100.00000,0.00000
90000.00000,0.00000
90900.00000,0.00000
91800.00000,0.00000
92700.00000,0.00000
93600.00000,0.00000
94500.00000,0.00000
95400.00000,0.00000
96300.00000,0.00000
97200.00000,0.00000
98100.00000,0.00000
99000.00000,0.00000
99900.00000,0.00000
100800.00000,0.00000
101700.00000,0.00000
102600.00000,0.00000
103500.00000,0.00000
104400.00000,0.00000
105300.00000,0.00000
106200.00000,0.00000
107100.00000,0.00000
108000.00000,0.00000
108900.00000,0.00000
109800.00000,0.00000
110700.00000,0.00000
111600.00000,0.00000
112500.00000,0.00000
113400.00000,0.00000
114300.00000,0.00000
115200.00000,0.00000
116100.00000,0.00000
117000.00000,0.00000
117900.00000,0.00000
118800.00000,0.00000
119700.00000,0.00000
120600.00000,0.00000
121500.00000,0.00000
122400.00000,0.00000
123300.00000,0.00000
124200.00000,0.00000
125100.00000,0.00000
126000.00000,0.00000
126900.00000,0.00000
127800.00000,0.00000
128700.00000,0.00000
129600.00000,0.00000
130500.00000,0.00000
131400.00000,0.00000
132300.00000,0.00000
133200.00000,0.00000
